chunk,StateName,Crop,DistrictName,Year,Month,Day,Category,QueryType,Season,Sector
ask for sowing season of wheat advise for sow in november,Gujarat,Wheat,Mehsana,2009,10,11,0,1,Jayad,Agriculture
asking about wilt in cotton advice to use mencozeb 30gmpump,Gujarat,Cotton Kapas,Mehsana,2009,10,12,0,2,Jayad,Agriculture
ask for the powdery mildew in funnel use of carbandezim 25gmpump,Gujarat,9999,Mehsana,2009,10,12,0,9999,Jayad,9999
ask about veriety of wheat gw-273173322366496,Gujarat,Wheat,Mehsana,2009,10,13,0,5,Jayad,Agriculture
wilt in caster advice to spray mancozeb 25-30gmpump,Gujarat,9999,Mehsana,2009,10,13,0,9999,Jayad,9999
call disconnected call disconnected,Gujarat,9999,Mehsana,2009,10,13,0,9999,Jayad,9999
asking about where to get pheromen trap advice to contect to agro centre,Gujarat,9999,Mehsana,2009,10,13,0,9999,Jayad,9999
ask for the heliothis in castor use of qnalphos 20mlpump,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,10,13,0,3,Jayad,Agriculture
asking about the rainfall possibilities no possibilities of rainfall,Gujarat,9999,Mehsana,2009,10,13,0,9999,Jayad,9999
ask for fertilizer in castor advised to apply 75 kg n-50 kg p2o5,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,10,13,0,Fertilizer Use And Availability,Jayad,Agriculture
ask about sucking pest in cotton use trisophose 20mlpump,Gujarat,Cotton Kapas,Mehsana,2009,10,14,0,3,Jayad,Agriculture
asking about sowing time of cumin prefer 1st week of november,Gujarat,9999,Mehsana,2009,10,14,0,9999,Jayad,9999
asking about fungus in castor advise to mancozeb 25 gmpump,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,10,14,0,2,Jayad,Agriculture
asking about nutrient defficiency in cotton prefer mgso4 25kgha,Gujarat,Cotton Kapas,Mehsana,2009,10,15,0,29,Jayad,Agriculture
asking sowing time of calcuti tobacco advice to grow from last week of october and first week of november,Gujarat,Tobacco,Mehsana,2009,10,15,0,1,Jayad,Agriculture
asking about fertiliser in potato use 220-110-220kgnpkha,Gujarat,1296,Mehsana,2009,10,15,0,Fertilizer Use And Availability,Jayad,Horticulture
asking about the sowingtime of cumin 1st week of november,Gujarat,9999,Mehsana,2009,10,15,0,9999,Jayad,9999
wrong number wrong number,Gujarat,Ber,Mehsana,2009,10,21,0,29,Jayad,Horticulture
ask about wilt in castor use mencozeb 30gmpump,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,11,1,0,2,Jayad,Agriculture
wilt in caster advice to spray mancozeb 25-30gmpump,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,11,1,0,2,Jayad,Agriculture
ask about variety of cumin guj cumin-1234,Gujarat,Others,Mehsana,2009,11,1,0,78,Jayad,Horticulture
ask about land ownership advise to contact mamlatdar kacheri,Gujarat,Others,Mehsana,2009,11,1,0,29,Jayad,Agriculture
ask about variety of cumin guj cumin-1234,Gujarat,Others,Mehsana,2009,11,2,0,5,Nan,Agriculture
ask for fertilizer dose of wheat advise for apply 120-40kg npk ha,Gujarat,Wheat,Mehsana,2009,11,2,0,Fertilizer Use And Availability,Kharif,Agriculture
asking about fertilizer in potato prefer 220110220 npk kgha,Gujarat,Potato,Mehsana,2009,11,2,0,Fertilizer Use And Availability,Kharif,Agriculture
asking about sowing season of fennel prefer 15 to 25 november,Gujarat,Fennel,Mehsana,2009,11,2,0,1,Kharif,Agriculture
asking about the herbicides in lucerne prefer to no herbicides used,Gujarat,Others,Mehsana,2009,11,3,0,21,Kharif,Agriculture
asking about the sowing season of wheat advise to grow 15 to 25th november,Gujarat,Wheat,Mehsana,2009,11,3,0,1,Kharif,Agriculture
asking the sowing season of culcutti tobacco advise to grow first week of november,Gujarat,Tobacco,Mehsana,2009,11,3,0,1,Kharif,Agriculture
seed treatment in wheat for control of termite advice to give treatment of endosulphan 700ml5lit water for 100kg seeds,Gujarat,Wheat,Mehsana,2009,11,4,0,18,Kharif,Agriculture
asking about the sowing season of wheat advise to grow 15th to 25th november,Gujarat,Wheat,Mehsana,2009,11,4,0,1,Kharif,Agriculture
red mite in brinjal advice to spray dicofol 20gmpump,Gujarat,1279,Mehsana,2009,11,4,0,76,Kharif,Horticulture
sowing time of lucerne advice to grow in november,Gujarat,Others,Mehsana,2009,11,5,0,1,Kharif,Agriculture
fertiliser dose in castor at 30days advice to use nitrogen 375kg per hac,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,11,5,0,Fertilizer Use And Availability,Kharif,Agriculture
variety of wheat advice to use gw-273366173lok-1,Gujarat,Wheat,Mehsana,2009,11,5,0,5,Kharif,Agriculture
ask for ht efertilizer doseof potato use of 220-110-220 kg npkhac of land,Gujarat,1296,Mehsana,2009,11,5,0,Fertilizer Use And Availability,Kharif,Horticulture
asking about sowing season of cumin prefer november for sowing,Gujarat,Others,Mehsana,2009,11,5,0,1,Kharif,Agriculture
ask for the fertilizer doeof wheat use of 120-60-50 kg npkhac of land,Gujarat,Wheat,Mehsana,2009,11,6,0,Fertilizer Use And Availability,Kharif,Agriculture
ask for the post regarding agroforestor not any information regardin the post,Gujarat,Others,Mehsana,2009,11,6,0,102,Rabi,Horticulture
weed in tobacco advice to spray pendimethalin 18gmpump,Gujarat,Tobacco,Mehsana,2009,11,6,0,21,Kharif,Agriculture
ask for fertilizer requirement for cumin advised to apply 30 kg n- 15 kg p2o5,Gujarat,Others,Mehsana,2009,11,6,0,Fertilizer Use And Availability,Kharif,Agriculture
ask about address of disrict agriculture offices give propar information,Gujarat,Others,Mehsana,2009,11,7,0,29,Kharif,Agriculture
ask about sawing time of wheat 15-25november,Gujarat,Wheat,Mehsana,2009,11,7,0,1,Kharif,Agriculture
sucking pest in chilli advice to use imidacloprid 5 to 7 mlpupm,Gujarat,1280,Mehsana,2009,11,7,0,76,Kharif,Horticulture
ask for the contect number of seed corporation number give the contect number,Gujarat,Others,Mehsana,2009,11,7,0,29,Rabi,Agriculture
ask for the fertilizer doesof tobbaco use of 200 kg n2hac of land,Gujarat,Tobacco,Mehsana,2009,11,7,0,Fertilizer Use And Availability,Kharif,Agriculture
ask for seed treatment advised to apply thiram 3 gramkg seed,Gujarat,Wheat,Mehsana,2009,11,7,0,18,Kharif,Agriculture
asking sowing time of wheat prefer gw-366496273lok-1,Gujarat,Wheat,Mehsana,2009,11,7,0,5,Kharif,Agriculture
asking about contact number of bij nigam give contact number,Gujarat,Others,Mehsana,2009,11,8,0,29,Kharif,Agriculture
asig about sucking pest in castor prefer acetamiprid 6 gmpump,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,11,8,0,3,Kharif,Agriculture
variety of cumin advice to use gujcumin-1234,Gujarat,Others,Mehsana,2009,11,9,0,5,Kharif,Agriculture
askin about krushibhavan adress advice to give proper information,Gujarat,Others,Mehsana,2009,11,9,0,29,Nan,Agriculture
askf or th efertilizer doseof castor use of 75-50-00 kg npkhac of land,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,11,9,0,Fertilizer Use And Availability,Kharif,Agriculture
ask for wheat variety advise for use of guj wheat- 366322,Gujarat,Wheat,Mehsana,2009,11,9,0,15,Kharif,Agriculture
ask for control of suckking pest in cotton advised to spray profenophos 20 mlpupm,Gujarat,Cotton Kapas,Mehsana,2009,11,9,0,3,Jayad,Agriculture
asl for fertilizer in tobacco advised to apply 90 kg nha,Gujarat,Tobacco,Mehsana,2009,11,9,0,Fertilizer Use And Availability,Jayad,Agriculture
ask for kisan credit card give proper information,Gujarat,Others,Mehsana,2009,11,9,0,15,Kharif,Agriculture
asking about the sowing season of culcutti tobacco advise to grow 1st week of november,Gujarat,Tobacco,Mehsana,2009,11,9,0,1,Kharif,Agriculture
ask for hte sowing time of wheat sowing in the 15th to 25th november,Gujarat,Wheat,Mehsana,2009,11,10,0,1,Kharif,Agriculture
ask for the sucking pest in chilli use of imidacloprid 7ml acephat 10gmpump,Gujarat,1280,Mehsana,2009,11,10,0,76,Kharif,Horticulture
asking about the weather information give proper information,Gujarat,Others,Mehsana,2009,11,10,0,Weather,Kharif,Agriculture
ask about seed treatment in wheat use endosulphone 700ml100kg seed,Gujarat,Wheat,Mehsana,2009,11,10,0,18,Kharif,Agriculture
ask for variety of cumin advise for sow guj cumin -3 and 4,Gujarat,Others,Mehsana,2009,11,11,0,5,Kharif,Agriculture
asking for rainfall there is possibility of raifnall,Gujarat,Others,Mehsana,2009,11,11,0,Weather,Kharif,Agriculture
asking about rainfall possibility of rain,Gujarat,Others,Mehsana,2009,11,11,0,Weather,Kharif,Agriculture
asking about rainfall probablity of rainfall on 13th november,Gujarat,Others,Mehsana,2009,11,11,0,29,Kharif,Agriculture
asking about mustard leaf eating pest application of endosulfan 21 ml or quinalphos 20 mlpump,Gujarat,Indian Rapeseed And Mustard Yellow Sarson,Mehsana,2009,11,11,0,3,Kharif,Agriculture
asking about the rainfall possibilities minimum possibilities of rainfall,Gujarat,Others,Mehsana,2009,11,11,0,Weather,Kharif,Agriculture
ask about rainfall possibility of scattered rainfall,Gujarat,Others,Mehsana,2009,11,12,0,Weather,Kharif,Agriculture
asking about the weather report possibilities of rainfall,Gujarat,Others,Mehsana,2009,11,12,0,Weather,Kharif,Agriculture
asking rain infromation chance of rainfall,Gujarat,Others,Mehsana,2009,11,12,0,Weather,Kharif,Agriculture
wilt in caster advice to spray mancozeb 25-30gmpump,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,11,13,0,Agriculture Mechanization,Kharif,Agriculture
asking about herbicide in castor no recommondation in standing crop,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,11,13,0,21,Kharif,Agriculture
asking about breeding problem in buffalo give proper information,Gujarat,964,Mehsana,2009,11,14,0,45,Kharif,Animal Husbandry
ask for the fertilizer doseof wheat use of 120-60-50 kg npkhac of land,Gujarat,Wheat,Mehsana,2009,11,14,0,Fertilizer Use And Availability,Kharif,Agriculture
weedicide in wheat advice to spray stomp 40mlpump,Gujarat,Wheat,Mehsana,2009,11,14,0,21,Kharif,Agriculture
asking about weather report possibility of normal rsin,Gujarat,Others,Mehsana,2009,11,14,0,Weather,Kharif,Agriculture
ask for the wilt in funnel use of carbandezim 25gmpump,Gujarat,Fennel,Mehsana,2009,11,14,0,2,Kharif,Agriculture
asking about the heliothis in mustard advise to endo20mlpump,Gujarat,Mustard,Mehsana,2009,11,14,0,3,Kharif,Agriculture
asking about weather information no rainfall,Gujarat,Others,Mehsana,2009,11,14,0,29,Kharif,Agriculture
asking about the fertiliser in potato advise to 220110220 n p k kgha,Gujarat,Potato,Mehsana,2009,11,14,0,Fertilizer Use And Availability,Kharif,Agriculture
asking about the rainfall no possibilities of rainfall,Gujarat,Others,Mehsana,2009,11,14,0,Weather,Kharif,Agriculture
ask about crop loan give propar information advise to contact nationalize bank,Gujarat,Others,Mehsana,2009,11,16,0,8,Kharif,Agriculture
asking sowing time of tobacco prefer october-november,Gujarat,Tobacco,Mehsana,2009,11,16,0,1,Kharif,Agriculture
asking about sowing time of wheat advic to grow in november,Gujarat,Wheat,Mehsana,2009,11,16,0,1,Kharif,Agriculture
asking about army warm in castor prefer thiodicarb 20 mlpump,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,11,16,0,3,Kharif,Agriculture
asking about the herbicides in wheat no reccomendation in astanding crop,Gujarat,Wheat,Mehsana,2009,11,17,0,21,Kharif,Agriculture
weed in wheat advice to spray basalin 40mlpump,Gujarat,Wheat,Mehsana,2009,11,17,0,5,Kharif,Agriculture
asking about ibnm give proper information,Gujarat,Others,Mehsana,2009,11,17,0,29,Kharif,Agriculture
ask for the sucking pest in tobbaco use of imidacloprid 7ml pump,Gujarat,Tobacco,Mehsana,2009,11,17,0,3,Kharif,Agriculture
asking about fertilizer dose in castor application of 75-50-00 npk kgha,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,11,17,0,Fertilizer Use And Availability,Kharif,Agriculture
askinf about sowing season of isabgul 20 november to 20 december,Gujarat,Others,Mehsana,2009,11,17,0,1,Kharif,Agriculture
asking sucking pest in cotton prefer dimethoate 15mlpump,Gujarat,Cotton Kapas,Mehsana,2009,11,17,0,3,Kharif,Agriculture
asking variety of wheat prefer gw-366496lok-1,Gujarat,Others,Mehsana,2009,11,18,0,5,Kharif,Agriculture
asking about the sowing season of cullcutti tobacco advise to grow 1st week of november,Gujarat,Tobacco,Mehsana,2009,11,18,0,1,Kharif,Agriculture
asking about fertilize dose in tobacco advice to use 180-00-00 npk kgha,Gujarat,Tobacco,Mehsana,2009,11,18,0,Fertilizer Use And Availability,Kharif,Agriculture
ask for the wilt in funnel use of carbandezim 25gmpump,Gujarat,Fennel,Mehsana,2009,11,19,0,2,Kharif,Agriculture
ask for the fertilizer does wheat use of 120-60-50 kg npkhac of land,Gujarat,Wheat,Mehsana,2009,11,20,0,Fertilizer Use And Availability,Kharif,Agriculture
asking about animal fair give proper information,Gujarat,Others,Mehsana,2009,11,20,0,45,Kharif,Animal Husbandry
asking about sowing time and yield of ginger sowing season in may month and yield is 25000 to 30000 kghectare,Gujarat,Ginger,Mehsana,2009,11,23,0,74,Kharif,Horticulture
asking about fertilizer dose in wheat advice to use 120-60-00 npk kgha,Gujarat,Wheat,Mehsana,2009,11,24,0,Fertilizer Use And Availability,Kharif,Agriculture
seed treatment in wheat for termite advice to use endosulphan 700ml100kg seed,Gujarat,Wheat,Mehsana,2009,11,24,0,18,Kharif,Agriculture
asking sucking pest in castor prefer dimethoate 15mlpump,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,11,25,0,3,Kharif,Agriculture
asking about herbicide in wheat prefer 2-4 d 0400 gm600 lit water in standing wheat,Gujarat,Wheat,Mehsana,2009,11,25,0,21,Kharif,Agriculture
asking sucking pest in castor prefer dimethoate 15mlpump,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,11,25,0,3,Kharif,Agriculture
asking about well and tubewell give contact number of bhugarbh water research,Gujarat,Others,Mehsana,2009,11,26,0,29,Nan,Agriculture
asking herbicide use in cumin prefer pendimethelene 40mlpump,Gujarat,Others,Mehsana,2009,11,26,0,21,Kharif,Agriculture
asking about the fertiliser of tobecco advise to apply 4okg nha,Gujarat,Tobacco,Mehsana,2009,11,27,0,Fertilizer Use And Availability,Kharif,Agriculture
asking about sowing season of wheat advise to grow lok 1 variety upto 10 th december,Gujarat,Wheat,Mehsana,2009,11,27,0,1,Nan,Agriculture
ask for the seed treatment in wheat use of endosalphan 7ml5liter of water in 100 kg seed,Gujarat,Wheat,Mehsana,2009,11,28,0,3,Kharif,Agriculture
asking about management of munda application of 20 ml quinalphos per pump,Gujarat,1279,Mehsana,2009,11,29,0,76,Kharif,Horticulture
control for termite in castor advice to use chloropyriphous 20mlpump,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,12,1,0,3,Kharif,Agriculture
ask for fertilizer dose of wheat advise for apply 120-40kg npk ha,Gujarat,Wheat,Mehsana,2009,12,4,0,Fertilizer Use And Availability,Kharif,Agriculture
asking about control of sucking pest in tobacco advice to spray imidacloprid 7ml acefate 10gmpump,Gujarat,Tobacco,Mehsana,2009,12,5,0,3,Kharif,Agriculture
ask for the sucking pest in tobbaco use imida cloropride 7mlpump,Gujarat,1037,Mehsana,2009,12,8,0,8,Nan,Agriculture
fertilizer doseof wheat 60kgs n2hectar of land,Gujarat,959,Mehsana,2009,12,8,0,18,Nan,Agriculture
ask for the sucking pest in tobbaco use imida cloropride 7mlpump,Gujarat,2051,Mehsana,2009,12,8,0,1,Nan,Agriculture
fruit dropping in ber advice to spray nepthelice acetice acid 2-3mlpump,Gujarat,Ber,Mehsana,2009,12,9,0,75,Nan,Horticulture
asking about anand agri university phone number give information,Gujarat,Others,Mehsana,2009,12,11,0,29,Kharif,Agriculture
fertiliser in wheat 35kg dap prefer mancozeb 35gmpump,Gujarat,Black Gram Urd Bean,Mehsana,2009,12,11,0,29,Jayad,Agriculture
ask for the fertiliser in castor apply sulphur 20kg2vigha,Gujarat,959,Mehsana,2009,12,11,0,29,Jayad,Agriculture
whitefly in tobacco prefer trizophos 20mlpump,Gujarat,Tobacco,Mehsana,2009,12,11,0,29,Jayad,Agriculture
varities of watermelon use of arkajyoti sugarbabyashahiyamato,Gujarat,2051,Mehsana,2009,12,11,0,16,Nan,Agriculture
water management in cumin advise to give irrigation at 12 to 15 days interval,Gujarat,Others,Mehsana,2009,12,12,0,Water Management,Kharif,Agriculture
whitefly in tobacco trizophos 20 ml in qo lit of water,Gujarat,Tobacco,Mehsana,2009,12,12,0,3,Kharif,Agriculture
ask for the weather report data not available as internet facility not available,Gujarat,2113,Mehsana,2009,12,12,0,78,Nan,Horticulture
fertilizer in tobbaco 50 kgnha as top dressing,Gujarat,Linseed Alsi,Mehsana,2009,12,12,0,29,Nan,Agriculture
ask for the white fly in lemon use prophenophas 25mlpump,Gujarat,Jute,Mehsana,2009,12,12,0,16,Nan,Agriculture
ask for the irrigation management in funnel apply whenever require,Gujarat,Guar,Mehsana,2009,12,12,0,21,Nan,Agriculture
diback in mango cutting the branch and apply bordopest,Gujarat,Guar,Mehsana,2009,12,12,0,29,Nan,Agriculture
fertilizer in cumin 33kg ureaha,Gujarat,Jute,Mehsana,2009,12,12,0,29,Nan,Agriculture
whitefly in mustard use trisophose 20mlpump,Gujarat,Bell Pepper,Mehsana,2009,12,13,0,0,Kharif,Horticulture
sowing date of maize june-july and oct-nov,Gujarat,Broccoli,Mehsana,2009,12,13,0,78,Nan,Horticulture
wilt in wheat mencozeb 30gmpump,Gujarat,1075,Mehsana,2009,12,13,0,Water Management,Nan,Agriculture
weed management in wheat use 24-d,Gujarat,Wheat,Mehsana,2009,12,13,0,22,Kharif,Agriculture
ask for rhe fertiliser in wheat 120-60kg np per hecter,Gujarat,Wheat,Mehsana,2009,12,13,0,Fertilizer Use And Availability,Kharif,Agriculture
fertilizer in tobacco 180 0 0 npk kg per ha,Gujarat,Tobacco,Mehsana,2009,12,13,0,Fertilizer Use And Availability,Nan,Agriculture
leaf minor in tomato chiromyzin 7-8gmpump,Gujarat,Guar,Mehsana,2009,12,14,0,19,Nan,Agriculture
asking leaf curl in tobacco prefer trizofos 25mlpump,Gujarat,Tobacco,Mehsana,2009,12,14,0,2,Kharif,Agriculture
ask for the herbicide for wheat use 24d 900gmshectar,Gujarat,Ber,Mehsana,2009,12,15,0,Plant Protection,Nan,Horticulture
distanca between popaya in two line prefer 25 25 mt,Gujarat,Guar,Mehsana,2009,12,16,0,Water Management,Nan,Agriculture
variety of wheat gw-173lok-1,Gujarat,2051,Mehsana,2009,12,17,0,5,Nan,Agriculture
wilt in castor carbendazim or mencozeb 30-35gmpump,Gujarat,Dhaincha,Mehsana,2009,12,17,0,18,Nan,Agriculture
wilt in cumin drenching with mencozeb 35 gm per pumpdrenching with mencozeb 35 gm per pumpdrenching with mencozeb 35 gm per pump,Gujarat,1264,Mehsana,2009,12,18,0,60,Nan,Fisheries
ask for hte sucking pest in tobbaco use trizophos 25mlpump,Gujarat,Linseed Alsi,Mehsana,2009,12,18,0,Soil Testing,Nan,Agriculture
ask for hte blight in cumin use mancozeb 30gmspump,Gujarat,Honey Plant,Mehsana,2009,12,18,0,16,Nan,Agriculture
ask for the fertilizer doseof tobbaco use 200kg n2hectar of land,Gujarat,2051,Mehsana,2009,12,19,0,16,Nan,Agriculture
whitefly management application of triazophos 15 ml in 10 lit of water,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,12,19,0,3,Kharif,Agriculture
ask for the wilt in castor use mencozeb 30gmpump,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,12,23,0,2,Jayad,Agriculture
life minor in castor application of abamectin 2 ml in 10 lit of water,Gujarat,Bell Pepper,Mehsana,2009,12,25,0,Soil Testing,Nan,Horticulture
whitefly in tobaco use trisophose 20mlpump,Gujarat,1275,Mehsana,2009,12,26,0,91,Nan,Horticulture
ask about fertilizer in cumin use 30-15-00 npk kgha,Gujarat,1037,Mehsana,2009,12,26,0,Soil Testing,Nan,Agriculture
ask about irrigation management in cumin given information,Gujarat,2051,Mehsana,2009,12,26,0,5,Nan,Agriculture
disease in cumin carbendazim or mencozeb 30gmpump,Gujarat,Honey Plant,Mehsana,2009,12,28,0,5,Nan,Agriculture
ask about flower defoliation use of naa 3mlpump,Gujarat,Others,Mehsana,2009,12,29,0,Fertilizer Use And Availability,Kharif,Agriculture
wilt in cumin mancozeb 35gmpump,Gujarat,Others,Mehsana,2009,12,31,0,2,Kharif,Agriculture
fertilizer in tobbaco 50 kgnha as top dressing,Gujarat,Tobacco,Mehsana,2009,12,31,0,Fertilizer Use And Availability,Kharif,Agriculture
asking about fertilizer in onion prefer 75 60 50 npk kgha,Gujarat,Onion,Mehsana,2009,12,31,0,Fertilizer Use And Availability,Kharif,Horticulture
diback in mango cutting the branch and apply bordopest,Gujarat,1268,Mehsana,2009,12,31,0,75,Kharif,Horticulture
fertilizer in cumin 33kg ureaha,Gujarat,Others,Mehsana,2009,12,31,0,Fertilizer Use And Availability,Kharif,Horticulture
wilt in castor carbendazim or mencozeb 30-35gmpump,Gujarat,Castor Rehri Rendi Arandi,Mehsana,2009,12,31,0,2,Kharif,Agriculture
ask about whitegrub in maize use carbofuran 25kghac,Gujarat,1075,Panch Mahal,2009,1,11,0,3,Kharif,Agriculture
asking dropping of flower in mango prefer naa 3-4mlpump,Gujarat,1268,Panch Mahal,2009,1,12,0,29,Kharif,Horticulture
for variety of grnut preffered gj- 246,Gujarat,9999,Panch Mahal,2009,1,12,0,9999,Kharif,9999
ask about fungus in onion use carbendezim 25gmpump,Gujarat,Onion,Panch Mahal,2009,1,12,0,2,Kharif,Horticulture
ask about where is seed variety available of groundnut contact to seed corporation of district,Gujarat,1653,Panch Mahal,2009,1,12,0,29,Kharif,Agriculture
ask about sucking pest in tomato use thyometheczam 8gmpump,Gujarat,Tomato,Panch Mahal,2009,1,12,0,29,Kharif,Horticulture
ask about wilt in caster use carbendezim 25gmpump,Gujarat,9999,Panch Mahal,2009,1,12,0,9999,Kharif,9999
asking chilli variety prefer s-49gvc-111121101,Gujarat,1280,Panch Mahal,2009,1,15,0,29,Kharif,Horticulture
grnut summer sowing season it can sawn in month of january,Gujarat,9999,Panch Mahal,2009,1,16,0,9999,Kharif,9999
heliothis in gram endosulfan 15mlpump,Gujarat,1037,Panch Mahal,2009,1,16,0,3,Kharif,Agriculture
ask about availability of variety in seed corporation give contact no seed corporation,Gujarat,9999,Panch Mahal,2009,1,16,0,9999,Kharif,9999
ask for the heliothis in wheat use of thiodicarb 15gmpump,Gujarat,Wheat,Panch Mahal,2009,1,16,0,3,Kharif,Agriculture
ask for the herbicide for the wheat use of 2 4-d 400gm 600liter of water in hac of land,Gujarat,Wheat,Panch Mahal,2009,1,16,0,21,Kharif,Agriculture
varity of sorghum use gj-3536csh-56,Gujarat,1576,Panch Mahal,2009,1,17,0,29,Kharif,Agriculture
thrips in tomato use imidacloprid 8mlacephate powder,Gujarat,Tomato,Panch Mahal,2009,1,17,0,29,Kharif,Horticulture
ask about contact no of university give contact no of aau,Gujarat,9999,Panch Mahal,2009,1,17,0,9999,Kharif,9999
sowing season of blackgram sawn in feb-march,Gujarat,1037,Panch Mahal,2009,1,17,0,1,Kharif,Agriculture
asking okara-seed rate prefer 12-15kghac,Gujarat,9999,Panch Mahal,2009,1,17,0,9999,Kharif,9999
sucking in chlli imidacloprid 7 ml acifet 10 gmpump,Gujarat,9999,Panch Mahal,2009,1,17,0,9999,Kharif,9999
sowing time of culster been advice for february,Gujarat,9999,Panch Mahal,2009,1,19,0,9999,Kharif,9999
wilt in wheat carbendezem 25 gmpump,Gujarat,Wheat,Panch Mahal,2009,1,19,0,2,Kharif,Agriculture
ask about heliothis in gram use quinalphos 25 ml pump,Gujarat,1037,Panch Mahal,2009,1,20,0,3,Kharif,Agriculture
ask for the alter naria blight in castor use of mencozeb 25gmpump,Gujarat,Castor Rehri Rendi Arandi,Panch Mahal,2009,1,20,0,2,Kharif,Agriculture
heliothis in gram use indoxicarb 20mlpump,Gujarat,1037,Panch Mahal,2009,1,21,0,3,Kharif,Agriculture
wilt in wheat use mancozeb 25-30gmpump,Gujarat,Wheat,Panch Mahal,2009,1,21,0,2,Kharif,Agriculture
ask for the sucking pest in fennu grrek use of imidacloprid 7mlpump,Gujarat,9999,Panch Mahal,2009,1,21,0,9999,Kharif,9999
ask for the fertilizer dose of of groundnut use of 25-50-00 kg npkhac of land,Gujarat,1653,Panch Mahal,2009,1,21,0,Fertilizer Use And Availability,Kharif,Agriculture
wilt in cumin use mancozeb 25-30gmpump,Gujarat,9999,Panch Mahal,2009,1,21,0,9999,Kharif,9999
sowing time of sesamum january-february,Gujarat,Oil Palm,Panch Mahal,2009,1,21,0,1,Kharif,Agriculture
asking sucking pest in mustard prefer imidachloprid 7ml acephate 10gmpump,Gujarat,Indian Rapeseed And Mustard Yellow Sarson,Panch Mahal,2009,1,22,0,3,Kharif,Agriculture
sucking pest in chilli use imidacloroprid 5-7mlpump,Gujarat,1280,Panch Mahal,2009,1,22,0,29,Kharif,Horticulture
anestrous problem transfer to draswar sir,Gujarat,9999,Panch Mahal,2009,1,22,0,9999,Jayad,9999
asking information about new variety of tur which is given in sandesh newspaper advice to contact to anand agriculture university,Gujarat,9999,Panch Mahal,2009,1,22,0,9999,Kharif,9999
for fertilizer dose in wheat give 60kgha nitrogen,Gujarat,Wheat,Panch Mahal,2009,1,23,0,Fertilizer Use And Availability,Kharif,Agriculture
ask for the mealy bag in spota use of beviriya besiana 2kghac of land,Gujarat,9999,Panch Mahal,2009,1,23,0,9999,Kharif,9999
ask for the sowing time of sesamum sowing in jan-feb,Gujarat,Oil Palm,Panch Mahal,2009,1,23,0,1,Kharif,Agriculture
asking information about new variety of tur advice to contact to dantivada agriculture university,Gujarat,9999,Panch Mahal,2009,1,23,0,9999,Kharif,9999
asking about phone number of sugar cane research station give proper information,Gujarat,Ber,Panch Mahal,2009,1,23,0,29,Kharif,Horticulture
sowing time of moong prfere sowing in jan-feb,Gujarat,1064,Panch Mahal,2009,1,24,0,1,Kharif,Agriculture
ask for the sucking pest in chilli use of imidaclorprid 7ml acephat 10gmpump,Gujarat,1280,Panch Mahal,2009,1,24,0,29,Kharif,Horticulture
asking for subsidy of well please contact to the district development officer,Gujarat,9999,Panch Mahal,2009,1,24,0,9999,Kharif,9999
asking time of sowing of maize prefer feb-march,Gujarat,1075,Panch Mahal,2009,1,24,0,1,Kharif,Agriculture
asking of thrips in cumin use imidacloprid 8mlacephate powder 15gmpump,Gujarat,9999,Panch Mahal,2009,1,24,0,9999,Kharif,9999
white grub in mango use carbaryal 20mlpump,Gujarat,1268,Panch Mahal,2009,1,24,0,29,Kharif,Horticulture
for subcidy of oil engine 50 subcidy is given,Gujarat,9999,Panch Mahal,2009,1,25,0,9999,Kharif,9999
ask for the sab sidy in oil engene contect to district agriofficer,Gujarat,9999,Panch Mahal,2009,1,25,0,9999,Kharif,9999
asking haliothis in coriander prefer indoxicarp 20 mlpump,Gujarat,Coriander,Panch Mahal,2009,1,25,0,3,Kharif,Agriculture
ask about sucking pest in castor use imidaclopride 8 ml pump,Gujarat,Castor Rehri Rendi Arandi,Panch Mahal,2009,1,26,0,3,Kharif,Agriculture
subsidy on handpump contect to agri officer,Gujarat,9999,Panch Mahal,2009,1,27,0,9999,Kharif,9999
asdk for the fertilizer dose of groundnut use of 25-50-00 kg npkhac of land,Gujarat,1653,Panch Mahal,2009,1,28,0,Fertilizer Use And Availability,Kharif,Agriculture
enestrous in cow transfer to draswar sir,Gujarat,Bovinecowbuffalo,Panch Mahal,2009,1,28,0,45,Kharif,Animal Husbandry
